record_id,farm_id,animal_id,drug_name,drug_class,dose_mg,treatment_days,days_after_treatment,residue_mg_per_kg,mrl_limit_mg_per_kg,violation_flag,test_date
5109,3,90,Enrofloxacin,Fluoroquinolone,351,1,10,0.022,0.002,1,2025-05-25
5110,13,510,Oxytetracycline,Tetracycline,283,4,7,0.0368,0.01,1,2025-07-23
5111,44,1753,Oxytetracycline,Tetracycline,279,2,4,0.0629,0.01,1,2025-07-31
5112,50,1983,Enrofloxacin,Fluoroquinolone,447,5,1,0.4106,0.002,1,2025-03-16
5113,13,514,Gentamicin,Aminoglycoside,433,3,6,0.0469,0.01,1,2025-08-22
5114,49,1926,Penicillin,Beta-lactam,155,6,4,0.0351,0.005,1,2025-08-31
5115,39,1531,Oxytetracycline,Tetracycline,247,4,6,0.0252,0.01,1,2025-01-04
5116,46,1822,Enrofloxacin,Fluoroquinolone,547,5,8,0.037,0.002,1,2025-10-24
5117,1,6,Enrofloxacin,Fluoroquinolone,573,1,2,0.4216,0.002,1,2025-02-12
5118,36,1430,Sulfonamide,Sulfonamide,193,7,7,0.0263,0.1,0,2025-12-19
5119,31,1227,Penicillin,Beta-lactam,284,2,6,0.0615,0.005,1,2025-04-07
5120,30,1177,Penicillin,Beta-lactam,336,1,6,0.0433,0.005,1,2025-05-25
5121,38,1504,Sulfonamide,Sulfonamide,427,1,7,0.0507,0.1,0,2025-01-29
5122,46,1836,Gentamicin,Aminoglycoside,695,3,4,0.1121,0.01,1,2025-02-25
5123,37,1447,Sulfonamide,Sulfonamide,332,1,3,0.0854,0.1,0,2025-07-22
5124,35,1400,Enrofloxacin,Fluoroquinolone,522,6,9,0.0745,0.002,1,2025-11-18
5125,48,1903,Enrofloxacin,Fluoroquinolone,213,5,1,0.1369,0.002,1,2025-01-18
5126,16,624,Oxytetracycline,Tetracycline,768,1,6,0.1549,0.01,1,2025-10-06
5127,26,1034,Oxytetracycline,Tetracycline,423,1,1,0.4682,0.01,1,2025-04-08
5128,15,583,Gentamicin,Aminoglycoside,473,6,4,0.0856,0.01,1,2025-08-02
5129,11,416,Penicillin,Beta-lactam,106,3,8,0.016,0.005,1,2025-07-08
5130,36,1434,Enrofloxacin,Fluoroquinolone,298,4,1,0.1499,0.002,1,2025-10-04
5131,47,1843,Enrofloxacin,Fluoroquinolone,222,4,5,0.0326,0.002,1,2025-08-18
5132,2,68,Penicillin,Beta-lactam,198,7,8,0.0126,0.005,1,2025-05-19
5133,23,903,Oxytetracycline,Tetracycline,213,7,3,0.0597,0.01,1,2025-12-25
5134,45,1790,Sulfonamide,Sulfonamide,273,5,4,0.093,0.1,0,2025-11-18
5135,42,1679,Sulfonamide,Sulfonamide,581,1,8,0.0829,0.1,0,2025-10-04
5136,20,767,Gentamicin,Aminoglycoside,641,1,8,0.0704,0.01,1,2025-08-16
5137,20,768,Oxytetracycline,Tetracycline,463,5,2,0.23,0.01,1,2025-05-02
5138,50,1983,Sulfonamide,Sulfonamide,344,1,2,0.2547,0.1,1,2025-12-18
5139,18,711,Enrofloxacin,Fluoroquinolone,703,1,7,0.1111,0.002,1,2025-10-08
5140,10,388,Penicillin,Beta-lactam,766,1,8,0.1043,0.005,1,2025-07-12
5141,15,589,Gentamicin,Aminoglycoside,128,5,10,0.0155,0.01,1,2025-05-12
5142,38,1481,Enrofloxacin,Fluoroquinolone,144,4,6,0.0289,0.002,1,2025-11-19
5143,16,607,Enrofloxacin,Fluoroquinolone,252,6,6,0.045,0.002,1,2025-07-08
5144,24,957,Oxytetracycline,Tetracycline,779,4,7,0.1519,0.01,1,2025-01-04
5145,30,1181,Enrofloxacin,Fluoroquinolone,501,2,1,0.4855,0.002,1,2025-11-28
5146,17,657,Gentamicin,Aminoglycoside,250,6,3,0.0792,0.01,1,2025-10-25
5147,34,1356,Penicillin,Beta-lactam,520,1,3,0.2562,0.005,1,2025-11-20
5148,34,1347,Gentamicin,Aminoglycoside,166,1,9,0.0173,0.01,1,2025-01-11
5149,38,1515,Oxytetracycline,Tetracycline,127,5,4,0.0297,0.01,1,2025-01-02
5150,31,1204,Oxytetracycline,Tetracycline,703,3,10,0.0354,0.01,1,2025-10-12
5151,4,138,Gentamicin,Aminoglycoside,150,1,4,0.056,0.01,1,2025-09-13
5152,36,1414,Gentamicin,Aminoglycoside,782,2,9,0.0455,0.01,1,2025-12-09
5153,35,1366,Sulfonamide,Sulfonamide,572,4,8,0.0966,0.1,0,2025-01-26
5154,5,174,Enrofloxacin,Fluoroquinolone,787,5,8,0.0624,0.002,1,2025-07-17
5155,26,1038,Penicillin,Beta-lactam,202,1,10,0.0169,0.005,1,2025-11-28
5156,34,1344,Sulfonamide,Sulfonamide,510,3,7,0.0385,0.1,0,2025-09-09
5157,24,921,Penicillin,Beta-lactam,750,3,10,0.0647,0.005,1,2025-12-23
5158,41,1635,Sulfonamide,Sulfonamide,214,5,3,0.0463,0.1,0,2025-07-01
5159,45,1773,Oxytetracycline,Tetracycline,309,3,7,0.0327,0.01,1,2025-10-19
5160,48,1913,Gentamicin,Aminoglycoside,389,6,9,0.0554,0.01,1,2025-11-09
5161,9,358,Enrofloxacin,Fluoroquinolone,145,1,8,0.0155,0.002,1,2025-08-06
5162,24,957,Enrofloxacin,Fluoroquinolone,637,4,8,0.0549,0.002,1,2025-10-05
5163,7,248,Sulfonamide,Sulfonamide,233,6,2,0.1153,0.1,1,2025-09-12
5164,14,537,Sulfonamide,Sulfonamide,560,3,8,0.0666,0.1,0,2025-05-03
5165,20,766,Sulfonamide,Sulfonamide,737,6,6,0.1418,0.1,1,2025-06-07
5166,12,443,Sulfonamide,Sulfonamide,340,3,7,0.0536,0.1,0,2025-10-30
5167,25,962,Oxytetracycline,Tetracycline,281,3,3,0.1192,0.01,1,2025-02-11
5168,32,1253,Penicillin,Beta-lactam,163,6,7,0.0324,0.005,1,2025-08-07
5169,33,1312,Sulfonamide,Sulfonamide,226,2,7,0.0423,0.1,0,2025-02-27
5170,30,1183,Oxytetracycline,Tetracycline,682,4,10,0.0733,0.01,1,2025-04-18
5171,19,757,Penicillin,Beta-lactam,794,1,4,0.2237,0.005,1,2025-05-06
5172,40,1567,Sulfonamide,Sulfonamide,589,5,4,0.0795,0.1,0,2025-11-25
5173,21,806,Sulfonamide,Sulfonamide,235,5,8,0.0257,0.1,0,2025-05-01
5174,17,675,Enrofloxacin,Fluoroquinolone,282,4,3,0.052,0.002,1,2025-11-03
5175,35,1384,Enrofloxacin,Fluoroquinolone,662,4,5,0.1298,0.002,1,2025-03-05
5176,6,233,Penicillin,Beta-lactam,671,2,7,0.1046,0.005,1,2025-12-07
5177,31,1207,Penicillin,Beta-lactam,397,6,6,0.0412,0.005,1,2025-04-29
5178,30,1169,Penicillin,Beta-lactam,230,2,10,0.0166,0.005,1,2025-08-14
5179,34,1321,Gentamicin,Aminoglycoside,622,4,6,0.1457,0.01,1,2025-01-05
5180,41,1625,Penicillin,Beta-lactam,681,6,5,0.1615,0.005,1,2025-08-13
5181,20,765,Oxytetracycline,Tetracycline,423,3,8,0.0631,0.01,1,2025-09-11
5182,38,1485,Gentamicin,Aminoglycoside,676,1,8,0.0677,0.01,1,2025-02-07
5183,47,1874,Penicillin,Beta-lactam,785,3,4,0.1574,0.005,1,2025-06-13
5184,11,423,Enrofloxacin,Fluoroquinolone,353,5,2,0.1004,0.002,1,2025-06-19
5185,26,1014,Enrofloxacin,Fluoroquinolone,132,7,10,0.0085,0.002,1,2025-08-24
5186,9,324,Oxytetracycline,Tetracycline,733,3,9,0.0435,0.01,1,2025-04-07
5187,20,780,Sulfonamide,Sulfonamide,482,4,6,0.1198,0.1,1,2025-04-06
5188,46,1807,Sulfonamide,Sulfonamide,362,2,4,0.0974,0.1,0,2025-07-28
5189,28,1098,Gentamicin,Aminoglycoside,571,1,9,0.0658,0.01,1,2025-06-16
5190,1,34,Gentamicin,Aminoglycoside,686,7,5,0.0999,0.01,1,2025-10-24
5191,33,1318,Enrofloxacin,Fluoroquinolone,372,7,2,0.1042,0.002,1,2025-02-04
5192,1,33,Enrofloxacin,Fluoroquinolone,249,7,8,0.0398,0.002,1,2025-10-31
5193,25,971,Enrofloxacin,Fluoroquinolone,737,2,6,0.0956,0.002,1,2025-10-27
5194,8,308,Oxytetracycline,Tetracycline,101,1,9,0.0146,0.01,1,2025-09-16
5195,28,1118,Sulfonamide,Sulfonamide,525,5,10,0.0599,0.1,0,2025-04-20
5196,50,1965,Penicillin,Beta-lactam,742,5,4,0.1613,0.005,1,2025-06-14
5197,11,431,Sulfonamide,Sulfonamide,414,7,9,0.0638,0.1,0,2025-02-09
5198,6,207,Oxytetracycline,Tetracycline,432,6,8,0.029,0.01,1,2025-04-07
5199,16,614,Gentamicin,Aminoglycoside,478,4,1,0.5464,0.01,1,2025-07-30
5200,15,587,Penicillin,Beta-lactam,493,2,5,0.1314,0.005,1,2025-06-21
5201,47,1861,Enrofloxacin,Fluoroquinolone,390,4,3,0.0654,0.002,1,2025-04-02
5202,50,1970,Oxytetracycline,Tetracycline,336,3,5,0.0869,0.01,1,2025-11-15
5203,37,1453,Penicillin,Beta-lactam,247,6,4,0.066,0.005,1,2025-01-03
5204,26,1004,Oxytetracycline,Tetracycline,555,2,5,0.0809,0.01,1,2025-07-17
5205,20,785,Oxytetracycline,Tetracycline,739,3,5,0.1437,0.01,1,2025-01-26
5206,37,1477,Oxytetracycline,Tetracycline,527,1,4,0.1879,0.01,1,2025-09-27
5207,44,1748,Oxytetracycline,Tetracycline,152,4,10,0.0227,0.01,1,2025-07-03
5208,6,222,Gentamicin,Aminoglycoside,294,3,3,0.0563,0.01,1,2025-11-20
5209,40,1562,Oxytetracycline,Tetracycline,281,1,3,0.0623,0.01,1,2025-11-21
5210,6,219,Gentamicin,Aminoglycoside,446,4,2,0.1969,0.01,1,2025-01-22
5211,47,1855,Sulfonamide,Sulfonamide,445,4,5,0.1036,0.1,1,2025-02-13
5212,28,1083,Enrofloxacin,Fluoroquinolone,376,1,4,0.0675,0.002,1,2025-04-11
5213,23,891,Gentamicin,Aminoglycoside,468,6,1,0.2997,0.01,1,2025-06-24
5214,49,1926,Sulfonamide,Sulfonamide,168,3,7,0.0287,0.1,0,2025-06-13
5215,29,1131,Oxytetracycline,Tetracycline,549,6,10,0.0329,0.01,1,2025-07-11
5216,38,1489,Gentamicin,Aminoglycoside,661,2,10,0.037,0.01,1,2025-06-18
5217,10,364,Enrofloxacin,Fluoroquinolone,706,2,3,0.1378,0.002,1,2025-10-27
5218,45,1767,Oxytetracycline,Tetracycline,758,6,2,0.436,0.01,1,2025-03-23
5219,30,1169,Sulfonamide,Sulfonamide,722,3,9,0.0492,0.1,0,2025-02-26
5220,15,583,Oxytetracycline,Tetracycline,186,2,9,0.0302,0.01,1,2025-12-22
5221,37,1441,Gentamicin,Aminoglycoside,691,5,4,0.1867,0.01,1,2025-05-26
5222,44,1751,Penicillin,Beta-lactam,522,3,3,0.088,0.005,1,2025-03-03
5223,43,1698,Penicillin,Beta-lactam,131,1,8,0.0131,0.005,1,2025-01-22
5224,8,312,Oxytetracycline,Tetracycline,734,5,5,0.1764,0.01,1,2025-08-12
5225,32,1267,Sulfonamide,Sulfonamide,625,5,7,0.0806,0.1,0,2025-11-16
5226,16,609,Sulfonamide,Sulfonamide,175,6,9,0.0126,0.1,0,2025-04-06
5227,49,1925,Sulfonamide,Sulfonamide,227,2,7,0.031,0.1,0,2025-12-09
5228,17,670,Sulfonamide,Sulfonamide,204,4,5,0.0594,0.1,0,2025-12-22
5229,33,1310,Sulfonamide,Sulfonamide,226,3,4,0.0732,0.1,0,2025-02-28
5230,29,1147,Oxytetracycline,Tetracycline,197,1,4,0.0277,0.01,1,2025-06-11
5231,46,1808,Penicillin,Beta-lactam,322,1,6,0.0484,0.005,1,2025-10-01
5232,40,1572,Penicillin,Beta-lactam,341,3,3,0.1186,0.005,1,2025-01-07
5233,38,1490,Penicillin,Beta-lactam,251,6,5,0.0449,0.005,1,2025-07-21
5234,25,977,Oxytetracycline,Tetracycline,744,2,3,0.1265,0.01,1,2025-03-13
5235,17,642,Penicillin,Beta-lactam,359,2,4,0.0931,0.005,1,2025-08-14
5236,41,1639,Oxytetracycline,Tetracycline,558,4,7,0.0422,0.01,1,2025-03-10
5237,32,1268,Penicillin,Beta-lactam,767,6,10,0.096,0.005,1,2025-09-10
5238,33,1311,Gentamicin,Aminoglycoside,504,4,5,0.0556,0.01,1,2025-10-04
5239,36,1436,Gentamicin,Aminoglycoside,598,7,3,0.1146,0.01,1,2025-08-18
5240,34,1332,Enrofloxacin,Fluoroquinolone,282,7,5,0.0757,0.002,1,2025-01-27
5241,2,42,Penicillin,Beta-lactam,323,6,1,0.4465,0.005,1,2025-07-09
5242,44,1750,Oxytetracycline,Tetracycline,119,6,10,0.0145,0.01,1,2025-09-10
5243,50,1980,Penicillin,Beta-lactam,390,7,8,0.0636,0.005,1,2025-03-12
5244,18,706,Enrofloxacin,Fluoroquinolone,287,4,6,0.0378,0.002,1,2025-02-03
5245,23,895,Sulfonamide,Sulfonamide,706,6,4,0.193,0.1,1,2025-09-06
5246,44,1729,Gentamicin,Aminoglycoside,339,5,9,0.0309,0.01,1,2025-04-05
5247,12,450,Sulfonamide,Sulfonamide,773,1,9,0.0575,0.1,0,2025-09-19
5248,30,1181,Penicillin,Beta-lactam,490,6,4,0.1801,0.005,1,2025-11-17
5249,9,341,Gentamicin,Aminoglycoside,662,6,7,0.0961,0.01,1,2025-09-02
5250,46,1812,Oxytetracycline,Tetracycline,380,2,4,0.081,0.01,1,2025-08-22
5251,40,1584,Penicillin,Beta-lactam,180,5,10,0.0198,0.005,1,2025-10-24
5252,13,482,Oxytetracycline,Tetracycline,182,6,7,0.0307,0.01,1,2025-10-31
5253,10,384,Oxytetracycline,Tetracycline,766,2,6,0.0957,0.01,1,2025-12-29
5254,24,958,Oxytetracycline,Tetracycline,454,1,8,0.0842,0.01,1,2025-12-02
5255,1,7,Gentamicin,Aminoglycoside,590,3,1,0.7217,0.01,1,2025-10-10
5256,48,1882,Enrofloxacin,Fluoroquinolone,679,3,10,0.0753,0.002,1,2025-07-24
5257,11,406,Enrofloxacin,Fluoroquinolone,567,4,9,0.0577,0.002,1,2025-08-01
5258,7,257,Oxytetracycline,Tetracycline,343,5,1,0.45,0.01,1,2025-10-24
5259,19,735,Oxytetracycline,Tetracycline,725,7,5,0.1526,0.01,1,2025-07-03
5260,15,570,Penicillin,Beta-lactam,266,3,10,0.0222,0.005,1,2025-02-21
5261,11,402,Penicillin,Beta-lactam,135,6,6,0.025,0.005,1,2025-06-29
5262,16,603,Oxytetracycline,Tetracycline,695,4,4,0.2015,0.01,1,2025-07-01
5263,6,225,Oxytetracycline,Tetracycline,126,5,7,0.018,0.01,1,2025-06-25
5264,6,220,Penicillin,Beta-lactam,539,2,7,0.0967,0.005,1,2025-11-06
5265,1,21,Enrofloxacin,Fluoroquinolone,131,3,2,0.0649,0.002,1,2025-09-12
5266,46,1809,Penicillin,Beta-lactam,244,2,5,0.031,0.005,1,2025-12-26
5267,25,998,Sulfonamide,Sulfonamide,577,7,1,0.8615,0.1,1,2025-04-12
5268,46,1810,Penicillin,Beta-lactam,321,6,9,0.0218,0.005,1,2025-09-22
5269,5,165,Gentamicin,Aminoglycoside,164,7,9,0.024,0.01,1,2025-12-01
5270,38,1486,Sulfonamide,Sulfonamide,335,3,5,0.0787,0.1,0,2025-12-16
5271,44,1745,Enrofloxacin,Fluoroquinolone,242,7,2,0.069,0.002,1,2025-03-24
5272,23,904,Enrofloxacin,Fluoroquinolone,695,4,4,0.2185,0.002,1,2025-09-12
5273,46,1826,Penicillin,Beta-lactam,172,1,5,0.0381,0.005,1,2025-04-16
5274,13,489,Oxytetracycline,Tetracycline,116,5,9,0.0116,0.01,1,2025-05-04
5275,3,111,Gentamicin,Aminoglycoside,442,7,10,0.0614,0.01,1,2025-12-11
5276,43,1701,Oxytetracycline,Tetracycline,127,2,9,0.0084,0.01,0,2025-01-10
5277,13,499,Gentamicin,Aminoglycoside,404,5,6,0.0818,0.01,1,2025-12-13
5278,2,77,Oxytetracycline,Tetracycline,232,1,9,0.0168,0.01,1,2025-02-08
5279,37,1447,Enrofloxacin,Fluoroquinolone,124,5,2,0.0588,0.002,1,2025-03-10
5280,27,1061,Enrofloxacin,Fluoroquinolone,532,1,7,0.0862,0.002,1,2025-08-29
5281,28,1092,Gentamicin,Aminoglycoside,756,7,4,0.1292,0.01,1,2025-02-02
5282,15,577,Sulfonamide,Sulfonamide,721,5,8,0.1227,0.1,1,2025-01-06
5283,11,430,Penicillin,Beta-lactam,121,3,4,0.0346,0.005,1,2025-12-07
5284,26,1015,Enrofloxacin,Fluoroquinolone,318,6,4,0.0641,0.002,1,2025-03-08
5285,6,214,Oxytetracycline,Tetracycline,521,3,2,0.3571,0.01,1,2025-01-11
5286,16,603,Gentamicin,Aminoglycoside,101,1,1,0.114,0.01,1,2025-02-26
5287,11,409,Oxytetracycline,Tetracycline,340,3,6,0.0473,0.01,1,2025-08-22
5288,30,1170,Enrofloxacin,Fluoroquinolone,236,1,8,0.0372,0.002,1,2025-03-17
5289,36,1403,Penicillin,Beta-lactam,795,2,10,0.1161,0.005,1,2025-08-05
5290,39,1547,Gentamicin,Aminoglycoside,233,6,2,0.1152,0.01,1,2025-02-09
5291,37,1456,Sulfonamide,Sulfonamide,714,7,9,0.1143,0.1,1,2025-10-11
5292,26,1018,Sulfonamide,Sulfonamide,564,4,7,0.0786,0.1,0,2025-08-13
5293,47,1880,Enrofloxacin,Fluoroquinolone,165,2,9,0.018,0.002,1,2025-12-03
5294,4,157,Penicillin,Beta-lactam,318,5,9,0.0206,0.005,1,2025-10-21
5295,12,458,Sulfonamide,Sulfonamide,567,6,3,0.1024,0.1,1,2025-09-17
5296,25,976,Penicillin,Beta-lactam,139,3,6,0.0143,0.005,1,2025-05-10
5297,17,654,Enrofloxacin,Fluoroquinolone,613,4,9,0.0891,0.002,1,2025-02-13
5298,34,1322,Gentamicin,Aminoglycoside,328,3,2,0.1703,0.01,1,2025-12-18
5299,2,63,Gentamicin,Aminoglycoside,692,6,7,0.1264,0.01,1,2025-12-13
5300,3,83,Penicillin,Beta-lactam,741,6,2,0.3141,0.005,1,2025-09-06
5301,42,1649,Enrofloxacin,Fluoroquinolone,622,3,10,0.0431,0.002,1,2025-10-19
5302,6,218,Sulfonamide,Sulfonamide,752,3,4,0.2184,0.1,1,2025-03-13
5303,2,68,Enrofloxacin,Fluoroquinolone,385,7,5,0.0848,0.002,1,2025-05-01
5304,30,1196,Penicillin,Beta-lactam,558,1,10,0.0455,0.005,1,2025-01-16
5305,49,1932,Gentamicin,Aminoglycoside,333,5,6,0.0748,0.01,1,2025-08-22
5306,1,18,Penicillin,Beta-lactam,155,6,8,0.0284,0.005,1,2025-02-08
5307,40,1573,Enrofloxacin,Fluoroquinolone,301,4,9,0.0387,0.002,1,2025-04-06
5308,3,113,Enrofloxacin,Fluoroquinolone,467,6,6,0.0949,0.002,1,2025-04-23
5309,35,1380,Enrofloxacin,Fluoroquinolone,373,3,1,0.3544,0.002,1,2025-09-22
5310,37,1451,Sulfonamide,Sulfonamide,793,4,8,0.096,0.1,0,2025-09-15
5311,45,1792,Sulfonamide,Sulfonamide,650,7,10,0.0928,0.1,0,2025-03-26
5312,33,1320,Penicillin,Beta-lactam,208,7,1,0.258,0.005,1,2025-08-22
5313,40,1597,Penicillin,Beta-lactam,795,6,1,1.1333,0.005,1,2025-01-12
5314,40,1575,Sulfonamide,Sulfonamide,417,4,2,0.3101,0.1,1,2025-03-30
5315,16,605,Gentamicin,Aminoglycoside,208,6,8,0.0225,0.01,1,2025-09-09
5316,28,1101,Oxytetracycline,Tetracycline,386,1,1,0.5607,0.01,1,2025-06-09
5317,29,1131,Gentamicin,Aminoglycoside,518,4,2,0.2647,0.01,1,2025-05-12
5318,49,1948,Enrofloxacin,Fluoroquinolone,252,4,3,0.1066,0.002,1,2025-06-03
5319,43,1687,Gentamicin,Aminoglycoside,160,6,5,0.034,0.01,1,2025-08-01
5320,25,963,Oxytetracycline,Tetracycline,217,7,1,0.3211,0.01,1,2025-09-15
5321,24,949,Gentamicin,Aminoglycoside,114,2,4,0.0187,0.01,1,2025-08-26
5322,40,1591,Oxytetracycline,Tetracycline,392,6,5,0.0568,0.01,1,2025-01-15
5323,24,950,Penicillin,Beta-lactam,237,3,7,0.0393,0.005,1,2025-09-29
5324,29,1160,Sulfonamide,Sulfonamide,594,6,5,0.1308,0.1,1,2025-12-14
5325,4,123,Penicillin,Beta-lactam,754,7,1,0.5736,0.005,1,2025-04-27
5326,27,1052,Oxytetracycline,Tetracycline,575,4,10,0.063,0.01,1,2025-09-14
5327,48,1912,Sulfonamide,Sulfonamide,687,2,5,0.1242,0.1,1,2025-10-21
5328,9,330,Enrofloxacin,Fluoroquinolone,578,1,5,0.1566,0.002,1,2025-03-04
5329,6,216,Penicillin,Beta-lactam,160,1,9,0.0165,0.005,1,2025-05-28
5330,13,502,Penicillin,Beta-lactam,353,1,5,0.1004,0.005,1,2025-12-19
5331,20,777,Enrofloxacin,Fluoroquinolone,199,5,2,0.0663,0.002,1,2025-07-08
5332,31,1218,Oxytetracycline,Tetracycline,586,1,1,0.437,0.01,1,2025-05-04
5333,47,1851,Gentamicin,Aminoglycoside,377,2,3,0.1073,0.01,1,2025-07-15
5334,42,1651,Gentamicin,Aminoglycoside,403,1,6,0.0477,0.01,1,2025-03-12
5335,17,646,Oxytetracycline,Tetracycline,764,6,3,0.1797,0.01,1,2025-02-07
5336,43,1683,Enrofloxacin,Fluoroquinolone,364,1,2,0.1117,0.002,1,2025-01-14
5337,33,1311,Penicillin,Beta-lactam,128,4,1,0.1266,0.005,1,2025-05-07
5338,38,1510,Gentamicin,Aminoglycoside,765,5,4,0.1057,0.01,1,2025-01-17
5339,19,739,Penicillin,Beta-lactam,280,1,5,0.0428,0.005,1,2025-11-28
5340,45,1771,Gentamicin,Aminoglycoside,548,6,4,0.171,0.01,1,2025-07-07
5341,42,1672,Penicillin,Beta-lactam,673,3,3,0.183,0.005,1,2025-08-06
5342,7,246,Oxytetracycline,Tetracycline,519,1,6,0.101,0.01,1,2025-11-15
5343,30,1170,Sulfonamide,Sulfonamide,418,3,3,0.1272,0.1,1,2025-12-26
5344,5,175,Sulfonamide,Sulfonamide,381,7,6,0.0517,0.1,0,2025-08-13
5345,40,1564,Enrofloxacin,Fluoroquinolone,648,2,7,0.0953,0.002,1,2025-11-25
5346,32,1280,Enrofloxacin,Fluoroquinolone,161,5,2,0.062,0.002,1,2025-11-10
5347,30,1189,Enrofloxacin,Fluoroquinolone,132,2,4,0.0209,0.002,1,2025-06-27
5348,29,1137,Enrofloxacin,Fluoroquinolone,707,2,6,0.1192,0.002,1,2025-12-22
5349,11,423,Enrofloxacin,Fluoroquinolone,760,2,9,0.086,0.002,1,2025-06-22
5350,2,58,Gentamicin,Aminoglycoside,423,1,8,0.0643,0.01,1,2025-09-18
5351,5,181,Sulfonamide,Sulfonamide,745,7,8,0.1218,0.1,1,2025-07-04
5352,14,531,Enrofloxacin,Fluoroquinolone,234,3,3,0.0609,0.002,1,2025-12-26
5353,25,970,Gentamicin,Aminoglycoside,600,4,5,0.0942,0.01,1,2025-05-21
5354,29,1159,Gentamicin,Aminoglycoside,370,7,10,0.0276,0.01,1,2025-06-06
5355,22,875,Enrofloxacin,Fluoroquinolone,154,1,7,0.0112,0.002,1,2025-10-18
5356,28,1090,Sulfonamide,Sulfonamide,238,4,5,0.0498,0.1,0,2025-03-06
5357,50,1967,Gentamicin,Aminoglycoside,472,7,6,0.1024,0.01,1,2025-09-12
5358,24,948,Sulfonamide,Sulfonamide,333,7,9,0.0315,0.1,0,2025-11-30
5359,45,1773,Enrofloxacin,Fluoroquinolone,768,7,7,0.0571,0.002,1,2025-02-21
5360,8,287,Oxytetracycline,Tetracycline,122,7,5,0.0128,0.01,1,2025-03-22
5361,45,1761,Enrofloxacin,Fluoroquinolone,359,7,6,0.0737,0.002,1,2025-11-05
5362,23,892,Oxytetracycline,Tetracycline,194,7,7,0.0155,0.01,1,2025-11-11
5363,44,1750,Penicillin,Beta-lactam,244,7,5,0.0473,0.005,1,2025-08-14
5364,29,1155,Penicillin,Beta-lactam,506,2,6,0.0985,0.005,1,2025-02-23
5365,37,1448,Gentamicin,Aminoglycoside,403,2,2,0.2389,0.01,1,2025-01-30
5366,12,446,Penicillin,Beta-lactam,480,1,4,0.1499,0.005,1,2025-12-21
5367,40,1592,Sulfonamide,Sulfonamide,404,2,10,0.0407,0.1,0,2025-09-29
5368,14,530,Enrofloxacin,Fluoroquinolone,258,4,9,0.0308,0.002,1,2025-03-21
5369,36,1405,Penicillin,Beta-lactam,537,1,8,0.0733,0.005,1,2025-05-16
5370,30,1168,Gentamicin,Aminoglycoside,368,3,5,0.0813,0.01,1,2025-07-01
5371,37,1457,Sulfonamide,Sulfonamide,462,7,8,0.0712,0.1,0,2025-03-01
5372,9,355,Gentamicin,Aminoglycoside,297,6,2,0.1475,0.01,1,2025-05-28
5373,35,1395,Penicillin,Beta-lactam,549,6,2,0.2825,0.005,1,2025-03-09
5374,44,1741,Penicillin,Beta-lactam,799,3,1,0.5285,0.005,1,2025-11-04
5375,50,1977,Penicillin,Beta-lactam,503,7,3,0.1636,0.005,1,2025-02-22
5376,24,946,Gentamicin,Aminoglycoside,377,6,1,0.4774,0.01,1,2025-05-22
5377,3,83,Enrofloxacin,Fluoroquinolone,498,3,6,0.0497,0.002,1,2025-03-25
5378,29,1132,Gentamicin,Aminoglycoside,336,5,2,0.2448,0.01,1,2025-01-09
5379,18,718,Oxytetracycline,Tetracycline,239,6,3,0.0822,0.01,1,2025-11-05
5380,9,332,Oxytetracycline,Tetracycline,588,7,5,0.1387,0.01,1,2025-06-23
5381,31,1204,Enrofloxacin,Fluoroquinolone,273,7,9,0.0448,0.002,1,2025-03-11
5382,23,906,Gentamicin,Aminoglycoside,602,4,5,0.0822,0.01,1,2025-11-16
5383,11,431,Enrofloxacin,Fluoroquinolone,371,2,4,0.1224,0.002,1,2025-08-22
5384,10,397,Penicillin,Beta-lactam,551,5,4,0.1526,0.005,1,2025-10-24
5385,10,384,Oxytetracycline,Tetracycline,452,1,1,0.2314,0.01,1,2025-07-14
5386,1,3,Gentamicin,Aminoglycoside,551,7,3,0.1043,0.01,1,2025-04-10
5387,46,1831,Enrofloxacin,Fluoroquinolone,634,4,10,0.074,0.002,1,2025-07-15
5388,50,1990,Enrofloxacin,Fluoroquinolone,321,7,8,0.0228,0.002,1,2025-07-02
5389,25,976,Penicillin,Beta-lactam,214,1,6,0.0243,0.005,1,2025-10-14
5390,30,1163,Sulfonamide,Sulfonamide,299,1,9,0.0317,0.1,0,2025-01-16
5391,35,1363,Sulfonamide,Sulfonamide,470,1,8,0.066,0.1,0,2025-04-30
5392,24,957,Gentamicin,Aminoglycoside,333,1,3,0.1235,0.01,1,2025-04-09
5393,46,1821,Enrofloxacin,Fluoroquinolone,187,6,5,0.038,0.002,1,2025-01-27
5394,46,1831,Penicillin,Beta-lactam,800,6,8,0.117,0.005,1,2025-07-11
5395,32,1243,Oxytetracycline,Tetracycline,638,2,7,0.0952,0.01,1,2025-01-10
5396,1,1,Sulfonamide,Sulfonamide,160,4,3,0.0359,0.1,0,2025-10-15
5397,34,1342,Gentamicin,Aminoglycoside,187,7,3,0.09,0.01,1,2025-03-04
5398,27,1070,Sulfonamide,Sulfonamide,385,3,3,0.0956,0.1,0,2025-11-26
5399,36,1433,Enrofloxacin,Fluoroquinolone,683,4,1,0.4312,0.002,1,2025-04-18
5400,4,155,Enrofloxacin,Fluoroquinolone,735,7,10,0.0747,0.002,1,2025-08-26
